Name,Type 1,Type 2,HP,Att,Def,Spa,Spd,Spe,BST,Generation,Final Evolution,Catch Rate,Legendary,Weight,Height,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
Alolan Muk,Poison,Dark,105,105,75,65,100,50,500,7,1,75,0,52.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Shellder,Water,,30,65,100,45,25,40,305,1,0,190,0,4.0,0.3,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Cloyster,Water,Ice,50,95,180,85,45,70,525,1,1,60,0,132.5,1.5,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Gastly,Ghost,Poison,30,35,30,100,35,80,310,1,0,190,0,0.1,1.3,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Haunter,Ghost,Poison,45,50,45,115,55,95,405,1,0,90,0,0.1,1.6,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Gengar,Ghost,Poison,60,65,60,130,75,110,500,1,1,45,0,40.5,1.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Mega Gengar,Ghost,Poison,60,65,80,170,95,130,600,6,1,45,0,40.5,1.4,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Onix,Rock,Ground,35,45,160,30,45,70,385,1,0,45,0,210.0,8.8,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Drowzee,Psychic,,60,48,45,43,90,42,328,1,0,190,0,32.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Hypno,Psychic,,85,73,70,73,115,67,483,1,1,75,0,75.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Krabby,Water,,30,105,90,25,25,50,325,1,0,225,0,6.5,0.4,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Kingler,Water,,55,130,115,50,50,75,475,1,1,60,0,60.0,1.3,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Voltorb,Electric,,40,30,50,55,55,100,330,1,0,190,0,10.4,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Electrode,Electric,,60,50,70,80,80,150,490,1,1,60,0,66.6,1.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Exeggcute,Grass,Psychic,60,40,80,60,45,40,325,1,0,90,0,2.5,0.4,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
Exeggutor,Grass,Psychic,95,95,85,125,75,55,530,1,1,45,0,120.0,2.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
Alolan Exeggutor,Grass,Dragon,95,105,85,125,75,45,530,7,1,45,0,415.6,10.9,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
Cubone,Ground,,50,50,95,40,50,35,320,1,0,190,0,6.5,0.4,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Marowak,Ground,,60,80,110,50,80,45,425,1,1,75,0,45.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Alolan Marowak,Fire,Ghost,60,80,110,50,80,45,425,7,1,75,0,34.0,1.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
Hitmonlee,Fighting,,50,120,53,35,110,87,455,1,1,45,0,49.8,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Hitmonchan,Fighting,,50,105,79,35,110,76,455,1,1,45,0,50.2,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Lickitung,Normal,,90,55,75,60,75,30,385,1,0,45,0,65.5,1.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Koffing,Poison,,40,65,95,60,45,35,340,1,0,190,0,1.0,0.6,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Weezing,Poison,,65,90,120,85,70,60,490,1,1,60,0,9.5,1.2,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Galarian Weezing,Poison,Fairy,65,90,120,85,70,60,490,8,1,60,0,16.0,3.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.5,2.0,0.5
Rhyhorn,Ground,Rock,80,85,95,30,30,25,345,1,0,120,0,115.0,1.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Rhydon,Ground,Rock,105,130,120,45,45,40,485,1,0,60,0,120.0,1.9,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Chansey,Normal,,250,5,5,35,105,50,450,1,0,30,0,34.6,1.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Tangela,Grass,,65,55,115,100,40,60,435,1,0,45,0,35.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Kangaskhan,Normal,,105,95,80,40,80,90,490,1,1,45,0,80.0,2.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Mega Kangaskhan,Normal,,105,125,100,60,100,100,590,6,1,45,0,100.0,2.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Horsea,Water,,30,40,70,70,25,60,295,1,0,225,0,8.0,0.4,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Seadra,Water,,55,65,95,95,45,85,440,1,0,75,0,25.0,1.2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Goldeen,Water,,45,67,60,35,50,63,320,1,0,225,0,15.0,0.6,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Seaking,Water,,80,92,65,65,80,68,450,1,1,60,0,39.0,1.3,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Staryu,Water,,30,45,55,70,55,85,340,1,0,225,0,34.5,0.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Starmie,Water,Psychic,60,75,85,100,85,115,520,1,1,60,0,80.0,1.1,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
Mr. Mime,Psychic,Fairy,40,45,65,100,120,90,460,1,1,45,0,54.5,1.3,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Galarian Mr. Mime,Ice,Psychic,50,65,65,90,90,100,460,8,0,45,0,56.8,1.4,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
Scyther,Bug,Flying,70,110,80,55,80,105,500,1,0,45,0,56.0,1.5,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Jynx,Ice,Psychic,65,50,35,115,95,95,455,1,1,45,0,40.6,1.4,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
Electabuzz,Electric,,65,83,57,95,85,105,490,1,0,45,0,30.0,1.1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Magmar,Fire,,65,95,57,100,85,93,495,1,0,45,0,44.5,1.3,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Pinsir,Bug,,65,125,100,55,70,85,500,1,1,45,0,55.0,1.5,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Mega Pinsir,Bug,Flying,65,155,120,65,90,105,600,6,1,45,0,59.0,1.7,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Tauros,Normal,,75,100,95,40,70,110,490,1,1,45,0,88.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Magikarp,Water,,20,10,55,15,20,80,200,1,0,255,0,10.0,0.9,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Gyarados,Water,Flying,95,125,79,60,100,81,540,1,1,45,0,235.0,6.5,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Mega Gyarados,Water,Dark,95,155,109,70,130,81,640,6,1,45,0,305.0,6.5,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
Lapras,Water,Ice,130,85,80,85,95,60,535,1,1,45,0,220.0,2.5,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Ditto,Normal,,48,48,48,48,48,48,288,1,1,35,0,4.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Eevee,Normal,,55,55,50,45,65,55,325,1,0,45,0,6.5,0.3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Vaporeon,Water,,130,65,60,110,95,65,525,1,1,45,0,29.0,1.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Jolteon,Electric,,65,65,60,110,95,130,525,1,1,45,0,24.5,0.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Flareon,Fire,,65,130,60,95,110,65,525,1,1,45,0,25.0,0.9,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Porygon,Normal,,65,60,70,85,75,40,395,1,0,45,0,36.5,0.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Omanyte,Rock,Water,35,40,100,90,55,35,355,1,0,45,0,7.5,0.4,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Omastar,Rock,Water,70,60,125,115,70,55,495,1,1,45,0,35.0,1.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kabuto,Rock,Water,30,80,90,55,45,55,355,1,0,45,0,11.5,0.5,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kabutops,Rock,Water,60,115,105,65,70,80,495,1,1,45,0,40.5,1.3,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Aerodactyl,Rock,Flying,80,105,65,60,75,130,515,1,1,45,0,59.0,1.8,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
Mega Aerodactyl,Rock,Flying,80,135,85,70,95,150,615,6,1,45,0,79.0,2.1,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
Snorlax,Normal,,160,110,65,65,110,30,540,1,1,25,0,460.0,2.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Articuno,Ice,Flying,90,85,100,95,125,85,580,1,1,3,1,55.4,1.7,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
Galarian Articuno,Psychic,Flying,90,85,85,125,100,95,580,8,1,3,1,50.9,1.7,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Zapdos,Electric,Flying,90,90,85,125,90,100,580,1,1,3,1,52.6,1.6,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Galarian Zapdos,Fighting,Flying,90,125,90,85,90,100,580,8,1,3,1,58.2,1.6,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
Moltres,Fire,Flying,90,100,90,125,85,90,580,1,1,3,1,60.0,2.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
Galarian Moltres,Dark,Flying,90,85,90,100,125,90,580,8,1,3,1,66.0,2.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
Dratini,Dragon,,41,64,45,50,50,50,300,1,0,45,0,3.3,1.8,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Dragonair,Dragon,,61,84,65,70,70,70,420,1,0,45,0,16.5,4.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Dragonite,Dragon,Flying,91,134,95,100,100,80,600,1,1,45,0,210.0,2.2,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Mewtwo,Psychic,,106,110,90,154,90,130,680,1,1,3,1,122.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Mega Mewtwo Y,Psychic,,106,150,70,194,120,140,780,6,1,3,1,33.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Mega Mewtwo X,Psychic,Fighting,106,190,100,154,100,130,780,6,1,3,1,127.0,2.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
Mew,Psychic,,100,100,100,100,100,100,600,1,1,45,1,4.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Chikorita,Grass,,45,49,65,49,65,45,318,2,0,45,0,6.4,0.9,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Bayleef,Grass,,60,62,80,63,80,60,405,2,0,45,0,15.8,1.2,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Meganium,Grass,,80,82,100,83,100,80,525,2,1,45,0,100.5,1.8,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Cyndaquil,Fire,,39,52,43,60,50,65,309,2,0,45,0,7.9,0.5,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Quilava,Fire,,58,64,58,80,65,80,405,2,0,45,0,19.0,0.9,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Typhlosion,Fire,,78,84,78,109,85,100,534,2,1,45,0,79.5,1.7,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Totodile,Water,,50,65,64,44,48,43,314,2,0,45,0,9.5,0.6,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Croconaw,Water,,65,80,80,59,63,58,405,2,0,45,0,25.0,1.1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Feraligatr,Water,,85,105,100,79,83,78,530,2,1,45,0,88.8,2.3,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Sentret,Normal,,35,46,34,35,45,20,215,2,0,255,0,6.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Furret,Normal,,85,76,64,45,55,90,415,2,1,90,0,32.5,1.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Hoothoot,Normal,Flying,60,30,30,36,56,50,262,2,0,255,0,21.2,0.7,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Noctowl,Normal,Flying,100,50,50,86,96,70,452,2,1,90,0,40.8,1.6,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Ledyba,Bug,Flying,40,20,30,40,80,55,265,2,0,255,0,10.8,1.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Ledian,Bug,Flying,55,35,50,55,110,85,390,2,1,90,0,35.6,1.4,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Spinarak,Bug,Poison,40,60,40,40,40,30,250,2,0,255,0,8.5,0.5,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Ariados,Bug,Poison,70,90,70,60,70,40,400,2,1,90,0,33.5,1.1,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Crobat,Poison,Flying,85,90,80,70,80,130,535,2,1,90,0,75.0,1.8,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
Chinchou,Water,Electric,75,38,38,56,56,67,330,2,0,190,0,12.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
Lanturn,Water,Electric,125,58,58,76,76,67,460,2,1,75,0,22.5,1.2,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
Pichu,Electric,,20,40,15,35,35,60,205,2,0,190,0,2.0,0.3,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Cleffa,Fairy,,50,25,28,45,55,15,218,2,0,150,0,3.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Igglybuff,Normal,Fairy,90,30,15,40,20,15,210,2,0,170,0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
Togepi,Fairy,,35,20,65,40,65,20,245,2,0,190,0,1.5,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Togetic,Fairy,Flying,55,40,85,80,105,40,405,2,0,75,0,3.2,0.6,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
Natu,Psychic,Flying,40,50,45,70,45,70,320,2,0,190,0,2.0,0.2,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Xatu,Psychic,Flying,65,75,70,95,70,95,470,2,1,75,0,15.0,1.5,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Mareep,Electric,,55,40,40,65,45,35,280,2,0,235,0,7.8,0.6,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Flaaffy,Electric,,70,55,55,80,60,45,365,2,0,120,0,13.3,0.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Ampharos,Electric,,90,75,85,115,90,55,510,2,1,45,0,61.5,1.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Mega Ampharos,Electric,Dragon,90,95,105,165,110,45,610,6,1,45,0,61.5,1.4,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
Bellossom,Grass,,75,80,95,90,100,50,490,2,1,45,0,5.8,0.4,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Marill,Water,Fairy,70,20,50,20,50,40,250,2,0,190,0,8.5,0.4,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
Azumarill,Water,Fairy,100,50,80,60,80,50,420,2,1,75,0,28.5,0.8,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
Sudowoodo,Rock,,70,100,115,30,65,30,410,2,1,65,0,38.0,1.2,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Politoed,Water,,90,75,75,90,100,70,500,2,1,45,0,33.9,1.1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Hoppip,Grass,Flying,35,35,40,35,55,50,250,2,0,255,0,0.5,0.4,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Skiploom,Grass,Flying,55,45,50,45,65,80,340,2,0,120,0,1.0,0.6,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Jumpluff,Grass,Flying,75,55,70,55,95,110,460,2,1,45,0,3.0,0.8,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Aipom,Normal,,55,70,55,40,55,85,360,2,0,45,0,11.5,0.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Sunkern,Grass,,30,30,30,30,30,30,180,2,0,235,0,1.8,0.3,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sunflora,Grass,,75,75,55,105,85,30,425,2,1,120,0,8.5,0.8,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Yanma,Bug,Flying,65,65,45,75,45,95,390,2,0,75,0,38.0,1.2,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
